setting_id,method,rank_pct,sel,kl_val_S,kl_S_val,P_S
rte_pos30_val277_n1300_nv277,FreeShap,,10,0.2621455138354345,0.2267358997465621,"[0.2, 0.8]"
rte_pos50_val277_n1300_nv277,A1,10.0,1,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos50_val277_n1300_nv277,A1,10.0,2,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos50_val277_n1300_nv277,A1,10.0,3,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos50_val277_n1300_nv277,A1,10.0,5,0.010899616751711805,0.010762936872619547,"[0.6, 0.4]"
rte_pos50_val277_n1300_nv277,A1,10.0,10,0.0014669166425273494,0.0014683531726491193,"[0.5, 0.5]"
rte_pos50_val277_n1300_nv277,LR,10.0,1,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos50_val277_n1300_nv277,LR,10.0,2,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos50_val277_n1300_nv277,LR,10.0,3,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos50_val277_n1300_nv277,LR,10.0,5,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos50_val277_n1300_nv277,LR,10.0,10,0.06570233240659851,0.06206937197626389,"[0.7, 0.3]"
rte_pos50_val277_n1300_nv277,FreeShap,,1,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos50_val277_n1300_nv277,FreeShap,,2,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos50_val277_n1300_nv277,FreeShap,,3,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos50_val277_n1300_nv277,FreeShap,,5,0.18707542207803962,0.16169032064225114,"[0.8, 0.2]"
rte_pos50_val277_n1300_nv277,FreeShap,,10,0.18707542207803962,0.16169032064225114,"[0.8, 0.2]"
rte_pos50_valbal262_n1300_nv262,A1,10.0,1,13.12236337740433,0.6931471805330074,"[1.0, 0.0]"
rte_pos50_valbal262_n1300_nv262,A1,10.0,2,13.12236337740433,0.6931471805330074,"[1.0, 0.0]"
rte_pos50_valbal262_n1300_nv262,A1,10.0,3,0.05889151782819174,0.056633012265132426,"[0.6666666666666666, 0.3333333333333333]"
rte_pos50_valbal262_n1300_nv262,A1,10.0,5,0.020410997260127572,0.020135513550688863,"[0.6, 0.4]"
rte_pos50_valbal262_n1300_nv262,A1,10.0,10,0.0,0.0,"[0.5, 0.5]"
rte_pos50_valbal262_n1300_nv262,LR,10.0,1,13.12236337740433,0.6931471805330074,"[1.0, 0.0]"
rte_pos50_valbal262_n1300_nv262,LR,10.0,2,13.12236337740433,0.6931471805330074,"[1.0, 0.0]"
rte_pos50_valbal262_n1300_nv262,LR,10.0,3,13.12236337740433,0.6931471805330074,"[1.0, 0.0]"
rte_pos50_valbal262_n1300_nv262,LR,10.0,5,0.2231435513142097,0.19274475702175747,"[0.8, 0.2]"
rte_pos50_valbal262_n1300_nv262,LR,10.0,10,0.020410997260127572,0.020135513550688863,"[0.6, 0.4]"
rte_pos50_valbal262_n1300_nv262,FreeShap,,1,13.12236337740433,0.6931471805330074,"[1.0, 0.0]"
rte_pos50_valbal262_n1300_nv262,FreeShap,,2,13.12236337740433,0.6931471805330074,"[1.0, 0.0]"
rte_pos50_valbal262_n1300_nv262,FreeShap,,3,0.05889151782819174,0.056633012265132426,"[0.6666666666666666, 0.3333333333333333]"
rte_pos50_valbal262_n1300_nv262,FreeShap,,5,0.020410997260127572,0.020135513550688863,"[0.6, 0.4]"
rte_pos50_valbal262_n1300_nv262,FreeShap,,10,0.08717669357238891,0.08228287850505175,"[0.7, 0.3]"
rte_pos50_valimb145_pos70_n1300_nv145,A1,10.0,1,18.829079952438256,1.2155336266997327,"[1.0, 0.0]"
